Price,Close,High,Low,Open,Volume
Ticker,ADANIPOWER.NS,ADANIPOWER.NS,ADANIPOWER.NS,ADANIPOWER.NS,ADANIPOWER.NS
Date,,,,,
2025-12-09,141.8000030517578,142.85000610351562,135.0,139.0399932861328,20828393
2025-12-10,141.17999267578125,143.5,140.6999969482422,142.1999969482422,7793397
2025-12-11,140.5800018310547,142.10000610351562,139.25,141.0,10479243
2025-12-12,144.49000549316406,145.0,141.38999938964844,141.38999938964844,13450435
2025-12-15,144.3800048828125,145.4499969482422,142.2899932861328,144.49000549316406,8949057
2025-12-16,145.3300018310547,145.8000030517578,143.94000244140625,144.75,12127744
2025-12-17,143.0,145.4499969482422,142.0500030517578,145.39999389648438,9798422
2025-12-18,141.3000030517578,143.0,140.6999969482422,143.0,6848190
2025-12-19,141.75999450683594,142.1999969482422,140.67999267578125,141.5,7869675
2025-12-22,143.25,143.6999969482422,141.77000427246094,141.77000427246094,9612058
2025-12-23,144.3000030517578,144.60000610351562,142.32000732421875,143.8000030517578,7437606
2025-12-24,143.16000366210938,144.6999969482422,142.6699981689453,144.6999969482422,7905799
2025-12-26,142.19000244140625,144.3699951171875,141.89999389648438,143.14999389648438,7682604
2025-12-29,140.44000244140625,142.49000549316406,140.0,142.19000244140625,7527164
2025-12-30,144.64999389648438,145.22999572753906,139.67999267578125,140.42999267578125,15926892
2025-12-31,142.99000549316406,144.64999389648438,142.5,144.5500030517578,8469921
2026-01-01,148.75999450683594,153.16000366210938,142.8000030517578,143.25,64003449
2026-01-02,148.1699981689453,149.89999389648438,147.3000030517578,149.0,14413809
2026-01-05,146.1999969482422,148.39999389648438,144.4600067138672,148.0,15844789
2026-01-06,147.5500030517578,149.1699981689453,146.8000030517578,147.5,14511973
2026-01-07,146.3699951171875,148.39999389648438,145.8000030517578,147.5500030517578,7285671
2026-01-08,142.88999938964844,147.5500030517578,142.10000610351562,146.3699951171875,9862895
2026-01-09,141.67999267578125,143.99000549316406,140.5399932861328,143.1999969482422,11323782
2026-01-12,142.5399932861328,143.36000061035156,139.52999877929688,141.64999389648438,10353052
2026-01-13,143.3800048828125,144.05999755859375,142.00999450683594,143.0,7267061
2026-01-14,142.77000427246094,143.3699951171875,141.61000061035156,143.0,7290553
2026-01-15,142.77000427246094,142.77000427246094,142.77000427246094,142.77000427246094,0
2026-01-16,142.6300048828125,144.5,141.5,142.60000610351562,8651198
2026-01-19,140.55999755859375,142.39999389648438,139.9499969482422,141.8000030517578,8355757
2026-01-20,137.47999572753906,142.39999389648438,136.5,141.5,15689961
2026-01-21,137.6300048828125,139.63999938964844,134.8000030517578,137.5,19416781
2026-01-22,140.9199981689453,141.5500030517578,139.0,139.88999938964844,10758034
2026-01-23,132.9600067138672,142.89999389648438,128.10000610351562,141.0,52434571
2026-01-27,134.5,137.5,132.9600067138672,135.0,24095155
2026-01-28,134.72000122070312,135.89999389648438,133.60000610351562,135.13999938964844,14843718
2026-01-29,133.8800048828125,136.49000549316406,132.63999938964844,135.5,26866171
2026-01-30,135.3800048828125,136.5,131.91000366210938,133.0,15157606
2026-02-02,134.60000610351562,135.0,130.6300048828125,133.47999572753906,10586714
2026-02-03,143.6199951171875,149.0399932861328,140.60000610351562,145.0,54947535
2026-02-04,155.2899932861328,156.08999633789062,143.0,145.0,78428934
2026-02-05,153.4499969482422,156.89999389648438,151.10000610351562,155.2899932861328,26958184
2026-02-06,152.74000549316406,154.11000061035156,150.0,152.0,17334858
2026-02-09,151.3699951171875,154.85000610351562,150.60000610351562,154.0,13739514
2026-02-10,149.0500030517578,152.0,147.80999755859375,152.0,17009549
2026-02-11,150.91000366210938,151.3300018310547,147.8000030517578,149.58999633789062,10695646
2026-02-12,149.7899932861328,150.75,148.75,150.47000122070312,8553724
2026-02-13,139.89999389648438,149.3000030517578,139.10000610351562,149.1999969482422,38679559
2026-02-16,142.77000427246094,143.64999389648438,139.00999450683594,140.5,17314552
2026-02-17,144.35000610351562,145.0,141.5800018310547,142.5399932861328,11021261
2026-02-18,144.49000549316406,145.25,142.1999969482422,144.5,10122491
2026-02-19,140.4499969482422,146.42999267578125,140.0,145.6999969482422,14048153
2026-02-20,142.6999969482422,144.3300018310547,139.6999969482422,140.4499969482422,11915213
2026-02-23,144.0500030517578,145.69000244140625,142.6999969482422,145.14999389648438,9098843
2026-02-24,144.30999755859375,144.72000122070312,142.24000549316406,143.5,8248526
2026-02-25,140.5399932861328,145.60000610351562,139.80999755859375,144.6999969482422,17864508
2026-02-26,141.33999633789062,142.0,140.5,141.0,6526437
2026-02-27,140.11000061035156,141.66000366210938,139.8000030517578,141.0,8054854
2026-03-02,137.97000122070312,138.67999267578125,130.6999969482422,133.0,26699798
2026-03-04,137.82000732421875,139.3000030517578,134.41000366210938,135.0,16666324
2026-03-05,140.11000061035156,140.5500030517578,138.11000061035156,139.0,8274419
2026-03-06,138.99000549316406,142.58999633789062,138.5,139.60000610351562,11769177
2026-03-09,139.11000061035156,139.8300018310547,134.86000061035156,136.5,12009431
2026-03-10,138.94000244140625,141.5,138.61000061035156,141.5,15123909
2026-03-11,138.85000610351562,142.08999633789062,138.67999267578125,139.1999969482422,15328343
2026-03-12,149.11000061035156,151.97999572753906,137.50999450683594,138.83999633789062,81276272
2026-03-13,146.57000732421875,153.89999389648438,145.3000030517578,151.0,54479845
2026-03-16,154.05999755859375,155.0,146.39999389648438,149.89999389648438,90227164
2026-03-17,155.60000610351562,157.44000244140625,153.61000061035156,156.0,41644726
2026-03-18,154.07000732421875,156.5,151.3000030517578,156.0,28773212
2026-03-19,151.00999450683594,155.49000549316406,150.14999389648438,151.0,17635762
2026-03-20,151.5399932861328,157.1999969482422,150.52000427246094,152.0,44265976
2026-03-23,147.85000610351562,152.8699951171875,144.64999389648438,151.5399932861328,25968931
2026-03-24,150.11000061035156,153.89999389648438,147.35000610351562,151.0,21762199
2026-03-25,153.64999389648438,158.1999969482422,152.1999969482422,152.89999389648438,33813515
2026-03-27,153.9199981689453,155.27999877929688,151.55999755859375,153.5,23958053
2026-03-30,150.42999267578125,156.4499969482422,149.1999969482422,152.10000610351562,21100984
2026-04-01,157.11000061035156,158.14999389648438,153.44000244140625,155.0,48215780
2026-04-02,159.97000122070312,160.35000610351562,150.6199951171875,154.5,59833120
2026-04-06,163.25999450683594,165.10000610351562,161.0500030517578,162.0,127464037
2026-04-07,163.36000061035156,165.66000366210938,161.60000610351562,163.0,34671421
2026-04-08,169.30999755859375,174.35000610351562,166.2100067138672,168.0,66318120
2026-04-09,172.3300018310547,173.5,167.5500030517578,168.9499969482422,42258124
2026-04-10,175.80999755859375,178.10000610351562,172.11000061035156,173.60000610351562,51959590
2026-04-13,181.35000610351562,184.39999389648438,170.36000061035156,172.0,91406261
2026-04-15,183.42999267578125,187.07000732421875,181.5500030517578,185.27000427246094,51497511
2026-04-16,193.19000244140625,194.3699951171875,183.27000427246094,184.0,69751834
2026-04-17,198.5,200.0,190.66000366210938,196.4499969482422,95051761
2026-04-20,200.8300018310547,207.5,197.41000366210938,198.5,81881887
2026-04-21,202.97999572753906,207.3000030517578,201.8699951171875,203.3000030517578,57973716
2026-04-22,215.64999389648438,216.5,203.3000030517578,203.99000549316406,117165796
2026-04-23,214.17999267578125,217.25,212.52999877929688,216.0,58947381
2026-04-24,212.89999389648438,216.8699951171875,207.0,215.44000244140625,61885765
2026-04-27,218.0500030517578,222.16000366210938,214.60000610351562,214.60000610351562,57532309
2026-04-28,223.35000610351562,224.66000366210938,219.2899932861328,219.5,46710708
2026-04-29,219.27999877929688,226.24000549316406,215.35000610351562,225.0,51932086
2026-04-30,221.85000610351562,223.5,214.24000549316406,216.89999389648438,67584204
2026-05-01,221.85000610351562,221.85000610351562,221.85000610351562,221.85000610351562,0
2026-05-04,227.3000030517578,234.0,221.89999389648438,223.0,67200729
2026-05-05,229.9600067138672,234.39999389648438,227.3000030517578,227.97000122070312,43045308
2026-05-06,229.1199951171875,232.38999938964844,224.24000549316406,232.38999938964844,45243061
2026-05-07,230.19000244140625,233.47000122070312,229.5,230.0,37064595
2026-05-08,225.3300018310547,231.42999267578125,224.02999877929688,231.0,27156296
